,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1974-03-01,1023.7,1027.2,,,,1.5,6.1,-4.2,73,44,1.9,3.8,67.5,6.3,67.5,,,,,
1974-03-02,1019.8,1023.2,,,,4.6,14.2,-3.0,56,19,2.4,7.0,292.5,11.4,315.0,9.7,,,,
1974-03-03,1024.2,1027.6,,,,4.0,12.9,-7.0,67,31,1.6,5.7,90.0,8.3,90.0,8.7,,,,
1974-03-04,1014.6,1017.9,,,,9.9,18.8,0.5,74,45,2.1,5.0,90.0,7.7,90.0,9.1,,,,
1974-03-05,1015.7,1019.1,0.0,0.0,0.0,9.5,15.9,2.0,77,48,3.2,6.0,90.0,9.2,90.0,6.2,,,,
1974-03-06,1014.0,1017.3,4.0,2.0,0.5,6.9,8.1,5.8,91,68,2.2,4.0,45.0,7.0,45.0,,,,,
1974-03-07,1006.7,1010.0,10.5,-999.0,-999.0,5.2,6.7,3.4,96,93,2.2,4.5,45.0,7.8,45.0,,,,,
1974-03-08,1017.4,1020.8,0.0,0.0,0.0,4.6,9.0,0.2,81,54,2.0,5.0,90.0,7.1,22.5,2.0,,,,
1974-03-09,1021.2,1024.6,0.0,0.0,0.0,4.7,10.0,-2.8,71,44,2.4,5.7,90.0,8.5,90.0,5.4,,,,
1974-03-10,1001.0,1004.4,7.5,4.5,1.0,6.5,15.6,0.7,74,23,3.4,12.3,337.5,17.4,337.5,4.8,,,,
1974-03-11,1003.9,1007.3,0.0,0.0,0.0,4.6,11.1,-1.7,51,23,2.1,6.3,45.0,10.0,45.0,,,,,
1974-03-12,1008.2,1011.6,,,,1.7,8.1,-4.5,40,22,2.4,6.8,315.0,9.8,292.5,8.8,,,,
1974-03-13,1015.7,1019.1,,,,0.4,6.6,-8.1,43,17,4.7,10.8,315.0,17.4,292.5,10.8,,,,
1974-03-14,1020.3,1023.8,,,,2.2,9.9,-7.0,52,28,2.0,4.7,292.5,7.9,292.5,9.4,,,,
1974-03-15,1017.7,1021.0,,,,5.8,15.0,-0.9,62,20,1.8,3.7,270.0,6.7,202.5,8.6,,,,
1974-03-16,1010.5,1013.9,0.0,0.0,0.0,6.3,12.1,0.2,73,46,2.4,5.2,67.5,8.6,45.0,0.5,,,,
1974-03-17,1009.7,1013.0,0.0,0.0,0.0,6.5,11.4,2.8,64,43,3.8,5.7,67.5,9.6,90.0,2.8,,,,
1974-03-18,1012.3,1015.7,2.0,1.0,0.5,2.6,4.7,0.7,81,56,3.0,5.7,67.5,9.2,67.5,,0.0,,,
1974-03-19,1008.5,1011.9,0.0,0.0,0.0,3.5,7.6,-0.9,83,73,2.6,6.3,22.5,10.0,22.5,,,,,
1974-03-20,1012.1,1015.5,,,,3.2,11.2,-4.2,65,24,3.0,8.0,315.0,12.7,315.0,10.8,,,,
1974-03-21,1010.4,1013.8,,,,5.1,13.6,-5.7,65,26,1.7,5.0,180.0,8.8,180.0,9.3,,,,
1974-03-22,999.6,1002.9,,,,6.5,16.7,-1.8,55,9,4.8,12.3,315.0,21.6,225.0,8.2,,,,
1974-03-23,1008.9,1012.2,,,,4.9,12.2,-2.5,47,18,3.7,6.3,315.0,13.7,292.5,9.1,,,,
1974-03-24,1011.3,1014.7,,,,2.4,10.8,-4.6,48,15,3.4,10.7,315.0,14.8,315.0,11.0,,,,
1974-03-25,1017.6,1021.0,,,,2.0,8.8,-7.0,55,25,1.6,3.8,45.0,6.0,135.0,8.9,,,,
1974-03-26,1018.6,1022.0,0.0,0.0,0.0,4.5,7.3,1.9,62,49,3.5,5.0,67.5,8.6,67.5,,,,,
1974-03-27,1009.4,1012.8,26.5,3.5,1.0,1.5,3.1,0.2,98,91,4.5,6.7,22.5,14.1,22.5,,0.0,,,
1974-03-28,1011.3,1014.7,0.0,0.0,0.0,3.6,8.8,-1.6,78,50,3.0,5.2,337.5,8.0,337.5,4.9,,0.0,,
1974-03-29,1019.3,1022.7,,,,4.9,13.3,-3.6,75,30,1.8,4.5,157.5,7.9,157.5,9.9,,,,
1974-03-30,1017.2,1020.5,,,,9.9,17.0,0.6,71,43,2.1,4.7,202.5,9.3,202.5,9.2,,,,
1974-03-31,1008.8,1012.0,5.5,5.5,1.5,12.7,20.3,3.5,80,48,3.0,6.8,180.0,13.5,202.5,4.5,,,,
