,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1978-03-01,1000.6,1004.3,0.0,0.0,0.0,3.5,8.3,-2.1,49,25,9.0,15.0,270.0,24.7,270.0,9.3,,,,
1978-03-02,1015.5,1019.3,,,,4.3,12.4,-4.0,40,22,3.6,7.9,270.0,13.4,270.0,10.3,,,,
1978-03-03,1015.3,1019.2,,,,4.2,12.0,-4.5,68,44,1.7,3.7,90.0,5.3,90.0,4.9,,,,
1978-03-04,1004.4,1008.1,6.5,2.5,0.5,8.5,18.9,-0.3,76,45,3.2,11.7,202.5,19.3,202.5,4.4,,,,
1978-03-05,1011.7,1015.4,,,,5.9,11.6,2.1,65,40,2.4,4.9,90.0,7.7,45.0,6.3,,,,
1978-03-06,1017.8,1021.6,,,,6.7,12.7,2.0,53,31,1.6,3.9,135.0,6.5,180.0,9.8,,,,
1978-03-07,1018.9,1022.6,,,,7.1,12.6,2.3,70,53,2.4,5.7,90.0,7.9,90.0,6.2,,,,
1978-03-08,1020.7,1024.5,,,,7.3,12.8,1.6,66,34,3.1,6.3,90.0,8.8,90.0,9.7,,,,
1978-03-09,1024.5,1028.3,,,,6.2,9.9,3.8,68,53,3.6,6.1,90.0,8.5,90.0,3.2,,,,
1978-03-10,1004.9,1008.7,36.0,13.0,4.5,7.5,13.1,4.3,90,67,3.6,6.8,270.0,12.0,270.0,,,,,
1978-03-11,995.3,999.0,,,,6.6,13.7,0.1,57,29,4.8,9.5,292.5,14.7,270.0,10.7,,,,
1978-03-12,999.5,1003.3,0.0,0.0,0.0,2.4,8.3,-2.2,66,35,1.7,5.3,45.0,8.3,45.0,2.5,,,,
1978-03-13,1005.4,1009.2,0.0,0.0,0.0,2.7,9.7,-5.1,51,20,2.2,7.0,315.0,10.1,270.0,9.1,,,,
1978-03-14,1006.5,1010.3,,,,3.4,11.1,-5.7,47,23,3.6,8.1,270.0,13.5,292.5,9.9,,,,
1978-03-15,1006.6,1010.4,,,,5.2,11.7,-3.0,40,23,3.4,6.8,270.0,11.1,270.0,9.8,,,,
1978-03-16,1007.7,1011.4,,,,4.4,10.3,-1.1,61,34,2.0,5.0,90.0,7.8,45.0,6.2,,,,
1978-03-17,1011.9,1015.7,,,,5.9,14.1,-1.6,58,20,3.1,6.4,292.5,9.6,292.5,8.6,,,,
1978-03-18,1015.7,1019.5,0.0,0.0,0.0,6.8,11.5,0.3,61,44,2.6,6.1,67.5,9.0,90.0,5.7,,,,
1978-03-19,1005.7,1009.5,20.5,4.5,1.0,7.5,12.9,3.8,77,40,4.0,10.2,292.5,15.0,270.0,1.3,,,,
1978-03-20,1013.0,1016.8,,,,7.1,14.3,1.4,50,22,4.0,9.8,270.0,15.0,270.0,10.9,,,,
1978-03-21,1012.4,1016.2,8.0,2.5,0.5,4.4,8.7,-1.0,75,56,2.8,4.8,22.5,7.6,22.5,,,,,
1978-03-22,995.1,998.8,13.0,2.0,0.5,4.9,7.9,2.5,94,82,3.5,6.3,315.0,9.2,22.5,,,,,
1978-03-23,1002.4,1006.1,0.0,0.0,0.0,3.5,10.5,-1.7,85,49,1.6,6.1,67.5,9.5,67.5,6.2,,,,
1978-03-24,1011.5,1015.2,,,,4.9,14.2,-3.6,56,24,2.8,7.9,270.0,12.2,270.0,10.8,,,,
1978-03-25,1014.3,1018.0,,,,7.9,15.7,-2.3,60,25,2.0,4.2,180.0,6.1,157.5,8.8,,,,
1978-03-26,1015.2,1018.9,,,,8.5,18.3,0.6,55,19,1.9,4.9,292.5,7.2,292.5,10.5,,,,
1978-03-27,1017.9,1021.6,,,,9.6,18.6,-1.3,56,25,2.2,5.3,180.0,7.7,225.0,9.8,,,,
1978-03-28,1004.1,1007.8,16.5,4.5,1.5,9.0,10.7,4.7,91,72,2.7,5.0,292.5,6.6,292.5,,,,,
1978-03-29,1005.7,1009.4,,,,8.9,16.5,1.7,56,33,2.8,6.8,90.0,9.6,90.0,10.1,,,,
1978-03-30,1008.2,1011.9,,,,9.4,17.1,2.8,63,30,2.4,7.1,67.5,11.6,45.0,9.7,,,,
1978-03-31,1012.3,1016.1,,,,3.9,8.3,-0.9,53,43,2.6,5.0,90.0,7.6,90.0,3.4,,,,
