,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1973-08-01,1003.9,1007.0,0.5,0.5,0.5,27.0,31.8,25.1,87,68,5.5,9.2,202.5,14.8,202.5,4.0,,,,
1973-08-02,1005.4,1008.5,0.0,0.0,0.0,27.3,31.3,25.2,84,66,5.1,7.3,202.5,12.2,202.5,4.7,,,,
1973-08-03,1006.9,1009.9,,,,28.1,33.3,24.8,80,63,3.7,5.7,202.5,10.7,202.5,6.4,,,,
1973-08-04,1011.0,1014.1,5.0,2.0,1.0,25.7,34.0,23.0,87,56,1.7,8.3,22.5,13.2,22.5,5.9,,,,
1973-08-05,1013.5,1016.6,,,,26.5,31.2,22.8,82,61,0.9,3.0,90.0,4.4,112.5,0.6,,,,
1973-08-06,1011.3,1014.3,1.0,1.0,1.0,26.8,34.0,22.0,77,55,1.5,3.8,180.0,7.7,315.0,5.2,,,,
1973-08-07,1008.6,1011.7,,,,26.4,33.4,20.2,80,47,1.7,3.7,337.5,6.6,22.5,7.1,,,,
1973-08-08,1009.4,1012.5,,,,27.0,33.2,22.0,76,51,1.4,3.7,112.5,5.8,112.5,10.4,,,,
1973-08-09,1010.5,1013.6,,,,27.0,34.7,19.8,79,45,1.0,2.7,180.0,5.2,180.0,8.9,,,,
1973-08-10,1009.7,1012.8,,,,27.9,35.2,23.4,83,51,1.6,4.2,90.0,6.4,112.5,7.8,,,,
1973-08-11,1008.8,1011.9,,,,26.6,33.6,21.6,82,49,2.1,5.3,112.5,7.7,112.5,8.3,,,,
1973-08-12,1008.2,1011.2,,,,27.5,34.3,23.7,81,52,1.6,3.8,135.0,6.2,112.5,6.9,,,,
1973-08-13,1008.3,1011.4,,,,26.7,31.5,23.0,84,58,2.3,6.0,67.5,9.0,67.5,7.0,,,,
1973-08-14,1010.2,1013.2,,,,27.9,33.6,24.1,81,53,2.4,5.0,157.5,8.2,157.5,10.0,,,,
1973-08-15,1010.7,1013.8,,,,27.2,32.3,22.1,80,58,2.4,5.0,180.0,8.8,180.0,9.9,,,,
1973-08-16,1009.0,1012.1,,,,27.8,32.4,22.7,80,55,3.5,6.3,180.0,11.6,202.5,7.6,,,,
1973-08-17,1008.1,1011.2,0.0,0.0,0.0,28.0,31.6,25.1,81,64,3.6,6.0,202.5,12.2,202.5,1.1,,,,
1973-08-18,1004.9,1007.9,,,,28.8,33.1,25.4,76,56,4.4,6.7,202.5,13.1,202.5,10.6,,,,
1973-08-19,1007.1,1010.1,0.0,0.0,0.0,29.0,36.5,23.4,76,43,1.7,5.0,45.0,16.7,45.0,8.8,,,,
1973-08-20,1012.7,1015.8,,,,27.3,32.4,23.4,74,54,2.7,6.0,112.5,8.7,112.5,10.2,,,,
1973-08-21,1012.4,1015.4,,,,27.6,34.2,23.4,76,50,1.6,4.3,202.5,7.6,225.0,9.7,,,,
1973-08-22,1011.2,1014.2,,,,27.4,33.2,21.9,79,58,2.7,6.0,180.0,10.3,180.0,9.9,,,,
1973-08-23,1012.0,1015.1,1.0,0.5,0.5,26.2,33.2,20.9,79,41,1.6,4.8,202.5,9.3,202.5,3.3,,,,
1973-08-24,1010.9,1014.0,22.5,10.5,9.5,23.5,26.8,21.4,95,91,2.0,6.0,45.0,9.3,22.5,,,,,
1973-08-25,1009.7,1012.8,15.0,3.5,1.0,24.1,25.7,21.4,92,85,1.9,4.3,180.0,6.8,180.0,,,,,
1973-08-26,1009.7,1012.8,,,,26.2,31.4,22.9,82,63,1.6,4.8,180.0,8.7,180.0,3.4,,,,
1973-08-27,1010.4,1013.5,,,,26.6,32.6,23.0,84,57,1.4,3.7,180.0,6.0,180.0,4.1,,,,
1973-08-28,1010.6,1013.7,,,,26.8,32.4,22.2,81,53,1.6,4.7,90.0,6.3,90.0,9.7,,,,
1973-08-29,1009.2,1012.3,,,,25.9,34.2,21.6,84,49,1.2,6.3,22.5,9.9,22.5,1.6,,,,
1973-08-30,1007.4,1010.4,,,,27.3,34.4,22.0,76,44,1.6,3.7,225.0,6.3,270.0,6.5,,,,
1973-08-31,1012.6,1015.7,,,,24.8,29.4,21.6,78,57,2.3,5.0,90.0,8.0,90.0,5.5,,,,
