,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1976-04-01,1022.5,1026.3,5.0,1.5,1.0,5.9,7.9,3.8,84,58,2.9,4.2,22.5,8.4,22.5,,,,,
1976-04-02,1015.9,1019.6,3.0,1.0,0.5,9.7,14.4,5.5,82,56,2.8,5.5,337.5,8.9,315.0,3.6,,,,
1976-04-03,1018.8,1022.6,0.0,0.0,0.0,5.2,9.0,3.7,76,54,1.3,3.5,45.0,6.0,67.5,,,,,
1976-04-04,1018.9,1022.7,0.0,0.0,0.0,6.0,8.6,3.8,64,43,1.9,3.9,135.0,7.2,112.5,,,,,
1976-04-05,1019.1,1022.8,,,,6.9,13.9,-1.0,56,33,1.9,5.0,135.0,9.2,157.5,10.0,,,,
1976-04-06,1012.4,1016.1,11.5,14.5,2.5,11.1,14.8,5.6,68,48,3.3,7.0,157.5,13.8,157.5,2.1,,,,
1976-04-07,1004.5,1008.1,13.0,14.5,5.0,8.9,15.7,0.9,55,30,7.0,14.6,315.0,22.2,292.5,11.5,,,,
1976-04-08,1016.2,1019.9,,,,6.5,12.5,-1.3,44,26,1.9,4.0,292.5,6.6,315.0,7.4,,,,
1976-04-09,1019.5,1023.3,4.0,1.0,0.5,4.6,7.5,1.7,77,43,1.5,3.5,90.0,8.3,112.5,,,,,
1976-04-10,1021.1,1024.9,0.0,0.0,0.0,6.7,12.7,-0.7,64,37,2.6,7.1,90.0,11.2,90.0,7.0,,,,
1976-04-11,1022.2,1026.0,,,,8.0,14.7,2.5,58,29,2.1,4.8,157.5,8.5,157.5,10.8,,,,
1976-04-12,1019.7,1023.4,0.0,0.0,0.0,9.7,16.0,1.1,72,46,2.4,6.9,202.5,7.8,202.5,3.9,,,,
1976-04-13,1017.2,1020.9,0.0,0.0,0.0,11.8,15.7,4.2,81,57,1.9,5.4,90.0,7.9,90.0,1.0,,,,
1976-04-14,1004.8,1008.4,16.0,8.0,2.0,16.6,20.9,12.1,90,75,3.7,7.2,180.0,15.2,180.0,,,,,
1976-04-15,1006.9,1010.5,8.5,2.0,0.5,12.3,18.0,6.2,78,40,2.1,4.2,22.5,7.4,22.5,5.6,,,,
1976-04-16,1007.3,1011.0,,,,12.4,20.3,2.4,74,39,2.2,5.3,202.5,9.4,202.5,6.4,,,,
1976-04-17,1007.4,1011.0,,,,14.2,22.2,6.1,75,43,3.0,7.1,45.0,-999.0,,7.7,,,,
1976-04-18,1015.9,1019.6,0.0,0.0,0.0,10.8,14.6,7.9,57,36,3.8,5.9,45.0,-999.0,,-999.0,,,,
1976-04-19,1017.4,1021.1,0.5,0.5,0.5,12.3,16.8,7.6,65,50,1.5,4.5,180.0,7.6,180.0,1.0,,,,
1976-04-20,1015.3,1019.0,0.0,0.0,0.0,16.0,20.3,11.3,80,62,2.6,6.7,157.5,13.8,180.0,2.1,,,,
1976-04-21,1009.2,1012.8,3.0,1.5,0.5,17.6,21.5,15.3,82,68,1.6,4.6,67.5,8.0,45.0,,,,,
1976-04-22,1015.9,1019.5,3.0,1.5,0.5,12.6,16.0,10.9,79,59,4.3,7.0,45.0,13.0,45.0,0.2,,,,
1976-04-23,1013.2,1016.8,0.5,0.5,0.5,14.8,18.1,10.5,81,69,2.3,6.3,202.5,12.5,202.5,0.8,,,,
1976-04-24,1008.7,1012.3,19.5,15.5,5.0,14.0,20.0,9.8,89,79,4.5,8.8,225.0,17.2,202.5,0.3,,,,
1976-04-25,1014.6,1018.3,0.0,0.0,0.0,12.0,16.2,8.9,82,65,2.4,4.7,90.0,7.2,90.0,2.0,,,,
1976-04-26,1008.8,1012.4,0.0,0.0,0.0,13.6,18.6,8.3,84,64,1.6,5.1,180.0,9.3,202.5,1.5,,,,
1976-04-27,1008.8,1012.4,,,,16.1,23.5,7.0,72,32,1.9,5.8,180.0,9.9,135.0,10.5,,,,
1976-04-28,1011.4,1015.0,,,,16.0,21.3,12.7,60,28,2.7,7.6,90.0,12.0,90.0,11.4,,,,
1976-04-29,1007.0,1010.6,0.0,0.0,0.0,17.5,22.9,13.1,73,45,2.4,5.6,90.0,9.3,90.0,3.9,,,,
1976-04-30,1013.1,1016.8,22.5,2.5,0.5,10.9,15.9,9.2,86,51,2.6,6.2,90.0,10.6,90.0,,,,,
