,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1997-10-01,1022.0,1025.6,,,,15.4,22.4,7.9,70,33,1.8,4.1,112.5,7.0,112.5,11.0,,,,
1997-10-02,1022.8,1026.5,0.5,1.0,0.5,16.5,22.0,9.7,75,46,1.9,3.3,112.5,6.7,90.0,6.9,,,,
1997-10-03,1019.7,1023.3,2.0,1.0,1.0,17.5,22.1,13.1,81,55,1.9,3.4,112.5,7.3,90.0,4.2,,,,
1997-10-04,1014.0,1017.7,1.5,0.5,0.5,16.2,22.4,12.0,87,52,1.5,3.3,315.0,5.7,292.5,1.6,,,,
1997-10-05,1006.1,1009.7,12.0,3.0,1.5,18.1,24.2,14.4,89,63,1.2,3.3,90.0,6.7,90.0,3.7,,,,
1997-10-06,1013.0,1016.6,,,,17.4,21.6,12.5,74,49,2.0,3.6,90.0,6.7,90.0,7.8,,,,
1997-10-07,1012.9,1016.5,2.5,2.0,0.5,17.7,21.8,15.2,88,72,1.8,3.4,90.0,5.7,90.0,1.9,,,,
1997-10-08,1008.1,1011.7,,,,18.3,25.4,9.0,71,34,2.5,8.0,337.5,15.9,270.0,7.8,,,,
1997-10-09,1015.9,1019.6,,,,13.8,19.1,5.7,72,42,1.9,5.7,337.5,12.1,0.0,7.4,,,,
1997-10-10,1007.8,1011.4,0.0,0.0,0.0,17.5,24.3,12.8,84,60,1.8,5.1,180.0,11.8,180.0,4.3,,,,
1997-10-11,1001.4,1005.0,,,,17.7,24.7,10.7,75,41,2.3,5.6,67.5,12.0,67.5,9.1,,,,
1997-10-12,1005.6,1009.2,0.0,0.0,0.0,14.8,21.5,8.3,71,31,2.1,5.7,45.0,10.4,45.0,6.2,,,,
1997-10-13,1009.4,1013.0,,,,12.7,21.0,5.5,74,33,1.9,3.0,135.0,4.9,157.5,10.7,,,,
1997-10-14,1008.3,1011.9,,,,13.9,22.4,6.9,80,36,1.8,3.1,202.5,7.0,180.0,8.3,,,,
1997-10-15,1007.9,1011.5,,,,14.9,24.3,8.2,74,33,1.9,4.2,337.5,8.3,45.0,8.9,,,,
1997-10-16,1015.7,1019.4,,,,14.0,20.4,5.4,67,37,1.5,4.1,112.5,8.1,90.0,8.6,,,,
1997-10-17,1013.5,1017.2,0.0,0.0,0.0,14.9,19.1,11.3,87,69,0.9,2.0,90.0,3.8,67.5,1.4,,,,
1997-10-18,1009.1,1012.8,,,,15.2,23.6,9.5,84,43,1.6,2.9,157.5,5.4,180.0,7.6,,,,
1997-10-19,1013.9,1017.6,,,,15.0,20.6,8.5,83,59,2.0,4.3,112.5,7.8,90.0,7.1,,,,
1997-10-20,1009.7,1013.3,0.0,0.0,0.0,16.8,24.8,10.1,83,48,1.9,3.4,180.0,6.1,225.0,9.9,,,,
1997-10-21,1007.4,1011.0,,,,15.9,25.3,10.0,84,47,1.7,3.4,157.5,6.3,180.0,9.7,,,,
1997-10-22,1009.4,1013.0,,,,16.2,22.9,10.1,83,61,2.4,4.5,90.0,8.8,90.0,9.5,,,,
1997-10-23,1012.0,1015.7,,,,15.8,22.4,10.1,84,58,1.5,3.5,90.0,7.2,90.0,6.8,,,,
1997-10-24,1012.1,1015.7,,,,18.4,24.5,11.6,82,49,1.4,3.3,157.5,5.9,157.5,7.9,,,,
1997-10-25,1004.8,1008.4,0.0,0.0,0.0,19.6,25.5,15.8,80,57,2.3,5.5,67.5,11.5,67.5,7.4,,,,
1997-10-26,1003.1,1006.7,,,,14.4,20.8,7.7,64,26,2.1,5.0,315.0,11.6,292.5,6.6,,,,
1997-10-27,1006.1,1009.8,,,,10.5,19.5,3.0,60,29,2.9,6.8,315.0,14.0,337.5,10.4,,,,
1997-10-28,1017.8,1021.5,2.5,1.5,1.0,10.8,18.2,1.4,70,38,1.5,3.9,67.5,6.2,67.5,8.9,,,,
1997-10-29,1016.7,1020.4,0.5,0.5,0.5,12.7,18.4,8.9,86,49,2.0,3.9,90.0,7.0,90.0,4.8,,,,
1997-10-30,1013.3,1017.0,,,,12.5,19.7,7.0,79,40,1.8,2.9,180.0,5.5,180.0,6.6,,,,
1997-10-31,1008.4,1012.0,0.0,0.0,0.0,12.2,17.3,8.6,81,55,2.0,5.3,337.5,12.1,315.0,3.4,,,,
