,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1979-11-01,1016.8,1020.5,0.0,0.0,0.0,14.2,20.9,5.8,69,40,2.3,5.0,135.0,7.2,135.0,8.9,,,,
1979-11-02,1016.6,1020.2,0.0,0.0,0.0,15.7,23.5,11.0,71,38,2.3,4.1,225.0,6.7,225.0,8.3,,,,
1979-11-03,1022.6,1026.2,,,,16.0,20.4,10.3,69,54,2.7,4.7,112.5,9.6,90.0,7.4,,,,
1979-11-04,1017.6,1021.2,1.5,1.0,0.5,15.7,18.4,12.6,84,77,0.8,1.9,292.5,3.6,270.0,,,,,
1979-11-05,1000.6,1004.1,1.5,1.0,0.5,18.8,22.6,15.8,90,67,1.8,6.1,225.0,11.8,202.5,,,,,
1979-11-06,1001.7,1005.2,0.0,0.0,0.0,17.7,23.0,11.9,59,29,3.5,10.8,315.0,16.7,315.0,8.2,,,,
1979-11-07,1019.0,1022.7,,,,11.6,18.7,5.2,68,40,1.3,2.5,90.0,4.5,90.0,6.9,,,,
1979-11-08,1024.2,1027.9,,,,12.7,20.1,5.2,77,43,2.2,4.8,90.0,8.1,90.0,8.4,,,,
1979-11-09,1025.4,1029.1,,,,14.4,19.2,7.9,71,55,2.4,4.3,45.0,7.5,45.0,2.9,,,,
1979-11-10,1017.3,1021.0,23.5,4.5,1.0,14.0,16.2,11.1,90,84,1.9,4.7,22.5,8.0,45.0,,,,,
1979-11-11,998.4,1002.0,33.0,9.0,1.5,17.0,23.2,11.7,81,52,4.5,9.4,337.5,16.6,337.5,5.5,,,,
1979-11-12,1003.9,1007.5,0.0,0.0,0.0,16.1,21.1,12.2,81,62,2.4,4.9,112.5,7.1,112.5,5.4,,,,
1979-11-13,1007.9,1011.5,0.0,0.0,0.0,12.1,17.6,8.3,60,31,1.7,4.9,292.5,7.0,292.5,6.6,,,,
1979-11-14,1020.0,1023.7,,,,6.6,13.7,0.1,44,27,4.3,9.1,292.5,12.5,315.0,9.4,,,,
1979-11-15,1026.5,1030.3,0.0,0.0,0.0,7.1,13.1,-0.7,81,61,1.8,3.2,292.5,5.5,45.0,1.4,,,,
1979-11-16,1022.3,1026.1,0.0,0.0,0.0,9.9,16.0,2.8,76,55,2.0,4.2,315.0,5.2,315.0,6.0,,,,
1979-11-17,1020.1,1023.8,4.0,2.0,0.5,11.1,15.6,6.2,82,59,2.4,5.2,22.5,8.5,22.5,2.8,,,,
1979-11-18,1005.6,1009.3,11.5,3.5,1.0,9.7,10.5,8.8,97,92,2.4,5.5,315.0,7.6,315.0,,,,,
1979-11-19,1010.6,1014.3,,,,10.1,14.0,4.9,65,37,2.5,5.4,270.0,8.1,270.0,0.3,,,,
1979-11-20,1025.2,1029.0,,,,6.6,13.4,-0.4,67,41,2.4,4.4,45.0,7.5,45.0,8.4,,,,
1979-11-21,1028.6,1032.4,0.0,0.0,0.0,10.3,14.9,3.1,67,52,3.1,6.5,45.0,11.3,45.0,3.5,,,,
1979-11-22,1019.3,1023.1,6.0,1.5,1.0,10.6,13.7,8.3,94,75,2.0,3.8,315.0,5.5,315.0,,,,,
1979-11-23,1007.7,1011.3,26.5,10.5,5.5,11.8,16.6,8.0,94,86,2.4,5.2,45.0,9.3,45.0,,,,,
1979-11-24,1024.7,1028.5,1.0,0.5,0.5,8.3,9.7,6.7,79,56,2.8,4.1,45.0,7.2,45.0,,,,,
1979-11-25,1022.7,1026.5,9.0,4.0,1.0,8.6,10.7,6.7,93,81,3.8,6.4,315.0,9.6,315.0,,,,,
1979-11-26,1015.9,1019.6,7.0,2.0,0.5,11.4,14.4,8.8,93,83,1.0,2.9,112.5,3.9,67.5,,,,,
1979-11-27,1021.5,1025.2,,,,10.6,15.7,7.7,83,51,1.7,3.8,45.0,6.5,45.0,3.5,,,,
1979-11-28,1015.4,1019.1,27.0,9.5,2.5,11.2,14.2,8.3,84,75,1.9,5.0,315.0,7.1,315.0,,,,,
1979-11-29,1004.2,1007.8,11.5,8.0,1.5,13.9,18.1,9.3,84,63,1.8,4.8,45.0,8.7,45.0,0.3,,,,
1979-11-30,1016.3,1020.0,,,,10.4,15.2,4.2,66,38,2.1,4.2,45.0,8.6,45.0,6.8,,,,
