,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
2023-07-01,1000.6,1003.7,3.5,2.5,1.5,26.0,29.1,22.2,87,74,2.3,4.2,202.5,8.2,225.0,0.4,,,,
2023-07-02,1004.7,1007.8,3.0,4.5,1.0,25.7,31.6,21.2,76,51,1.9,4.8,135.0,8.1,135.0,9.9,,,,
2023-07-03,1003.5,1006.6,,,,26.2,31.1,22.5,80,57,1.6,3.0,67.5,7.3,45.0,4.9,,,,
2023-07-04,1001.8,1004.9,0.0,0.0,0.0,24.8,29.0,21.9,76,54,2.4,4.4,90.0,9.4,90.0,7.4,,,,
2023-07-05,1001.4,1004.5,0.0,0.0,0.0,24.6,29.1,20.9,80,53,2.7,6.2,180.0,10.3,180.0,1.0,,,,
2023-07-06,1000.3,1003.4,13.5,6.5,2.0,24.8,29.8,21.2,89,69,2.0,3.8,0.0,6.8,0.0,2.8,,,,
2023-07-07,1005.7,1008.8,,,,27.8,35.0,21.5,74,39,2.3,4.8,180.0,8.5,157.5,11.5,,,,
2023-07-08,1003.7,1006.8,1.0,0.5,0.5,25.9,29.5,22.3,86,71,1.5,4.3,202.5,7.5,202.5,0.2,,,,
2023-07-09,1002.3,1005.4,0.5,0.5,0.5,27.3,31.6,24.1,85,70,2.1,4.5,180.0,7.8,157.5,1.6,,,,
2023-07-10,1003.2,1006.2,0.5,0.5,0.5,28.9,35.2,23.6,76,52,2.1,4.3,180.0,7.9,45.0,11.0,,,,
2023-07-11,1004.7,1007.7,1.5,1.5,1.5,28.5,34.8,23.1,76,51,2.0,4.3,180.0,9.0,45.0,11.9,,,,
2023-07-12,1002.6,1005.7,10.5,10.0,6.5,27.3,35.5,22.4,83,50,1.8,7.5,202.5,13.9,225.0,10.6,,,,
2023-07-13,1003.0,1006.1,0.0,0.0,0.0,26.4,30.8,22.7,78,54,2.0,4.2,67.5,8.9,67.5,0.7,,,,
2023-07-14,1006.4,1009.5,0.0,0.0,0.0,25.5,29.2,22.9,84,69,1.4,2.9,67.5,7.6,90.0,0.6,,,,
2023-07-15,1005.2,1008.3,0.5,0.5,0.5,27.3,30.7,24.0,83,66,2.1,4.8,180.0,7.5,225.0,0.0,,,,
2023-07-16,1006.7,1009.8,,,,29.7,36.0,24.3,73,48,2.0,4.3,180.0,6.6,202.5,13.1,,,,
2023-07-17,1010.2,1013.2,,,,29.4,34.7,24.2,72,49,1.9,4.3,157.5,7.9,135.0,13.3,,,,
2023-07-18,1008.6,1011.7,,,,29.5,35.8,23.1,71,42,1.7,3.9,90.0,9.2,90.0,11.6,,,,
2023-07-19,1002.0,1005.1,0.0,0.0,0.0,27.3,31.7,23.7,82,64,2.0,4.2,67.5,9.1,45.0,4.6,,,,
2023-07-20,1004.2,1007.3,,,,26.3,30.9,23.3,77,57,2.4,5.1,112.5,10.1,67.5,9.0,,,,
2023-07-21,1011.7,1014.8,0.0,0.0,0.0,25.5,30.0,22.1,78,61,2.4,4.7,112.5,8.7,112.5,6.5,,,,
2023-07-22,1015.2,1018.4,,0.0,,25.3,30.2,21.0,79,61,2.2,4.2,90.0,8.7,112.5,10.8,,,,
2023-07-23,1013.7,1016.9,,,,25.8,31.6,20.5,77,50,2.0,4.1,90.0,7.6,112.5,12.9,,,,
2023-07-24,1011.8,1014.9,,,,27.5,35.0,20.4,72,34,2.0,4.7,157.5,8.4,157.5,13.1,,,,
2023-07-25,1012.2,1015.3,,,,28.5,36.2,21.7,70,34,1.8,4.4,157.5,7.4,180.0,13.4,,,,
2023-07-26,1012.5,1015.6,0.0,0.0,0.0,29.4,36.6,22.4,67,36,1.8,4.7,135.0,8.1,135.0,12.1,,,,
2023-07-27,1011.9,1015.0,0.0,0.0,0.0,29.8,36.3,24.6,68,43,2.2,4.8,135.0,8.3,157.5,10.4,,,,
2023-07-28,1012.5,1015.6,,,,29.7,36.1,24.6,69,39,2.3,5.6,180.0,9.0,202.5,11.4,,,,
2023-07-29,1013.4,1016.5,,,,29.2,35.6,23.2,68,31,2.6,5.2,180.0,8.3,180.0,12.8,,,,
2023-07-30,1012.2,1015.3,,,,29.8,36.5,23.2,70,42,2.8,5.7,180.0,9.3,202.5,13.5,,,,
2023-07-31,1010.3,1013.4,,,,29.6,36.0,23.9,73,47,2.8,5.8,180.0,10.6,202.5,8.8,,,,
