,Precipitation,Temperature
January,21.39,3.02
February,27.91,3.78
March,40.17,7.66
April,85.68,10.73
May,108.85,14.86
June,93.92,18.83
July,68.69,21.31
August,83.3,21.04
September,76.8,16.93
October,73.55,12.1
November,87.05,7.12
December,30.43,3.74
