month,maxTemp,minTemp,meanTemp,rainfall
1,31.6,14.5,,
2,30.4,14.6,,
3,27.3,10.9,,
4,22.9,6.4,,
5,18.0,3.5,,
6,13.9,2.3,,
7,12.9,1.1,,
8,14.5,1.4,,
9,17.7,3.3,,
10,21.5,5.5,,
11,25.7,9.4,,
12,29.1,11.8,,
