month,maxTemp,minTemp,meanTemp,rainfall
1,31.7,24.7,,250.4
2,31.5,24.6,,292.2
3,31.3,23.3,,110.3
4,30.0,21.2,,75.0
5,28.0,18.2,,32.9
6,25.9,15.1,,19.1
7,25.3,13.9,,13.5
8,26.2,14.9,,20.8
9,28.1,17.8,,11.5
10,29.7,21.1,,25.7
11,30.8,23.1,,79.2
12,31.8,24.5,,141.1
