month,maxTemp,minTemp,meanTemp,rainfall
1,,,,105.8
2,,,,79.8
3,,,,112.3
4,,,,163.5
5,,,,189.4
6,,,,215.1
7,,,,234.7
8,,,,262.2
9,,,,225.4
10,,,,173.2
11,,,,152.2
12,,,,124.4
