month,maxTemp,minTemp,meanTemp,rainfall
1,25.8,12.8,,57.0
2,25.5,12.8,,50.4
3,23.9,11.1,,51.0
4,20.9,8.6,,49.5
5,17.7,6.7,,38.3
6,15.2,4.8,,63.3
7,14.6,3.9,,59.6
8,15.8,4.4,,35.6
9,17.6,5.8,,68.2
10,19.7,7.4,,67.2
11,21.7,9.6,,82.4
12,23.5,11.2,,66.7
