month,maxTemp,minTemp,meanTemp,rainfall
1,30.1,17.5,,
2,29.1,17.7,,
3,26.8,15.5,,
4,24.0,11.4,,
5,20.6,7.8,,
6,18.0,4.9,,
7,17.4,3.6,,
8,19.7,4.4,,
9,22.6,8.1,,
10,24.9,11.1,,
11,26.5,14.0,,
12,28.6,16.1,,
