month,maxTemp,minTemp,meanTemp,rainfall
1,12.9,4.9,,111.6
2,14.1,5.4,,92.3
3,16.9,7.3,,87.5
4,22.1,10.6,,25.7
5,26.9,14.1,,6.7
6,29.9,17.4,,0.6
7,31.1,19.2,,0.0
8,31.3,19.6,,0.0
9,29.8,18.2,,0.7
10,26.6,15.1,,13.2
11,20.6,10.0,,50.4
12,15.0,6.4,,82.9
