,Precipitation,Temperature
January,34.3,-12.1
February,27.4,-11.8
March,28.5,-6.9
April,29.6,-0.5
May,45.8,5.7
June,62.7,12.0
July,82.1,15.1
August,62.7,12.3
September,54.9,7.2
October,51.2,0.8
November,41.9,-4.6
December,38.5,-8.8
