,Precipitation,Temperature
January,36.4,-8.0
February,29.7,-8.2
March,28.2,-4.0
April,24.4,1.9
May,42.4,8.0
June,52.5,13.3
July,76.5,16.2
August,69.5,14.0
September,53.1,9.0
October,53.6,3.0
November,47.1,-1.6
December,41.7,-5.2
