,Precipitation,Temperature
January,42.4,-7.4
February,33.9,-7.7
March,34.6,-3.3
April,28.5,2.6
May,41.8,9.4
June,61.9,14.5
July,69.3,17.3
August,78.2,15.5
September,61.5,10.5
October,62.4,4.5
November,52.1,-0.6
December,52.4,-4.5
