month,maxTemp,minTemp,meanTemp,rainfall
1,22.4,13.2,,76.9
2,22.6,13.2,,63.5
3,21.0,11.3,,70.8
4,18.1,8.3,,80.9
5,15.6,5.5,,82.0
6,13.1,2.7,,91.6
7,12.5,1.9,,77.6
8,13.4,3.4,,81.9
9,15.0,5.7,,85.1
10,16.9,7.8,,87.2
11,18.9,9.8,,78.3
12,20.7,12.0,,83.6
