month,maxTemp,minTemp,meanTemp,rainfall
1,8.8,0.5,,116.0
2,9.9,1.0,,90.1
3,13.8,4.4,,122.6
4,20.1,9.7,,62.9
5,26.5,14.8,,17.5
6,32.4,19.5,,0.2
7,35.9,23.0,,0.5
8,35.7,22.7,,0.1
9,31.5,18.6,,0.2
10,24.9,13.8,,23.2
11,16.6,6.9,,84.1
12,11.3,2.8,,98.6
