,Precipitation,Temperature
January,58.3,-4.5
February,46.1,-4.5
March,42.1,-0.5
April,37.8,6.0
May,57.1,11.5
June,73.4,15.3
July,67.4,17.6
August,68.4,16.2
September,55.7,11.3
October,72.7,5.6
November,62.1,0.9
December,57.0,-2.5
