,Precipitation,Temperature
January,32.0,-0.5
February,26.0,1.2
March,29.0,5.5
April,33.0,11.2
May,43.0,16.9
June,59.0,21.3
July,46.0,23.6
August,32.0,23.3
September,36.0,17.9
October,39.0,11.9
November,36.0,6.4
December,37.0,1.1
