,Precipitation,Temperature
January,101.8,6.8
February,82.8,7.4
March,85.7,10.3
April,106.4,12.5
May,104.2,16.0
June,85.7,19.1
July,64.1,20.9
August,64.7,21.1
September,76.8,18.3
October,91.5,15.0
November,132.0,10.0
December,98.1,7.5
