,Precipitation,Temperature
January,49.8,4.1
February,41.6,5.2
March,49.4,9.0
April,68.9,12.3
May,80.9,16.3
June,74.1,20.3
July,67.4,22.6
August,65.5,22.3
September,82.5,17.9
October,99.8,13.7
November,87.2,8.1
December,53.7,4.8
