,Precipitation,Temperature
January,59.6,6.1
February,44.2,6.9
March,49.0,10.1
April,70.0,12.6
May,73.3,16.3
June,62.2,19.8
July,49.4,21.9
August,50.4,22.0
September,60.6,18.6
October,58.7,14.9
November,70.1,9.6
December,60.7,6.6
