,Precipitation,Temperature
January,55.1,3.4
February,39.4,4.0
March,41.6,7.2
April,68.6,9.7
May,75.3,13.5
June,57.2,17.5
July,42.7,20.1
August,56.5,20.1
September,73.9,16.0
October,74.4,12.1
November,72.1,7.0
December,56.4,4.3
