month,maxTemp,minTemp,meanTemp,rainfall
1,27.7,11.6,,
2,27.6,11.9,,
3,25.1,9.4,,
4,20.5,6.6,,
5,16.6,5.4,,
6,14.0,4.1,,
7,13.3,3.6,,
8,14.7,4.3,,
9,17.1,5.5,,
10,19.4,6.5,,
11,22.6,8.6,,
12,24.9,9.5,,
