month,maxTemp,minTemp,meanTemp,rainfall
1,41.2,26.0,,51.4
2,38.2,24.8,,61.6
3,36.7,23.1,,31.3
4,33.4,19.4,,26.2
5,29.3,14.6,,26.0
6,25.2,11.0,,29.0
7,24.8,9.7,,9.8
8,27.1,10.7,,5.6
9,31.2,13.4,,5.0
10,35.7,18.1,,1.5
11,38.3,21.3,,7.9
12,40.2,24.3,,21.1
