month,maxTemp,minTemp,meanTemp,rainfall
1,29.9,14.0,,
2,29.9,14.3,,
3,27.9,13.3,,
4,23.9,10.8,,
5,20.7,9.3,,
6,17.8,7.5,,
7,16.7,6.8,,
8,17.1,7.0,,
9,18.1,7.7,,
10,20.8,8.2,,
11,24.9,10.6,,
12,27.8,12.3,,
