month,maxTemp,minTemp,meanTemp,rainfall
1,25.8,15.6,,
2,25.9,16.2,,
3,24.0,14.5,,
4,22.0,12.2,,
5,19.4,10.4,,
6,16.8,8.6,,
7,16.1,7.6,,
8,16.7,7.1,,
9,18.5,8.0,,
10,20.5,9.5,,
11,22.9,12.1,,
12,24.4,14.0,,
