,Precipitation,Temperature
January,133.3,0.2
February,109.7,0.4
March,100.8,3.3
April,71.2,6.8
May,83.6,10.6
June,89.5,13.7
July,101.2,15.7
August,104.7,15.2
September,99.9,11.7
October,99.7,8.2
November,109.1,4.0
December,151.9,1.1
