month,maxTemp,minTemp,meanTemp,rainfall
1,27.3,13.9,,123.1
2,26.6,13.8,,104.4
3,24.5,11.9,,92.2
4,21.6,8.4,,49.4
5,17.9,4.4,,23.8
6,15.0,1.4,,14.3
7,15.3,0.9,,5.1
8,17.8,3.2,,21.0
9,21.9,6.5,,23.7
10,23.5,8.9,,58.6
11,25.2,10.9,,78.6
12,26.8,12.8,,87.2
