,Precipitation,Temperature
January,39.7,0.8
February,52.7,3.1
March,53.1,9.7
April,46.7,16.1
May,28.9,21.8
June,7.7,26.7
July,2.2,28.0
August,1.6,25.8
September,4.3,20.3
October,16.6,13.7
November,37.3,6.9
December,45.8,1.8
