,Precipitation,Temperature
January,10.6,-1.1
February,15.8,1.1
March,17.5,8.5
April,14.9,16.3
May,12.9,23.4
June,4.5,29.2
July,1.7,31.2
August,2.3,29.1
September,0.4,22.3
October,4.1,14.2
November,12.4,5.7
December,12.1,0.1
