,Precipitation,Temperature
January,104.97,-8.4
February,110.0,-6.6
March,120.44,-0.3
April,119.08,6.6
May,58.27,12.2
June,12.48,17.5
July,7.48,21.7
August,4.47,21.7
September,7.12,17.3
October,42.62,10.8
November,74.7,3.2
December,95.63,-4.8
