month,maxTemp,minTemp,meanTemp,rainfall
1,30.0,13.0,,0.6
2,33.2,15.2,,0.1
3,36.6,18.5,,0.1
4,40.0,22.5,,1.0
5,42.2,26.0,,4.0
6,41.6,27.3,,16.4
7,38.5,25.8,,53.5
8,36.5,24.8,,73.6
9,38.3,24.8,,29.4
10,39.1,22.7,,3.8
11,35.2,17.7,,0.1
12,30.4,13.5,,0.2
