,Precipitation,Temperature
January,35.3,-1.5
February,34.1,-0.3
March,37.6,3.1
April,35.2,9.0
May,60.9,13.8
June,62.3,17.1
July,81.1,19.2
August,54.1,18.7
September,53.4,13.7
October,44.0,8.6
November,39.4,3.9
December,40.7,-0.0
