,Precipitation,Temperature
January,44.5,-1.5
February,31.1,-0.6
March,40.5,2.4
April,29.8,7.9
May,58.1,12.6
June,65.5,15.8
July,80.7,18.0
August,72.2,17.7
September,55.5,13.2
October,45.7,8.1
November,43.0,3.4
December,45.7,-0.0
