,Precipitation,Temperature
January,32.6,-3.0
February,30.1,-2.2
March,30.9,1.6
April,34.5,8.0
May,53.9,13.3
June,59.7,16.7
July,81.5,18.8
August,57.1,18.1
September,48.1,13.1
October,42.1,7.4
November,38.6,2.6
December,37.5,-1.4
