,Precipitation,Temperature
January,47.0,-3.5
February,43.5,-2.6
March,48.6,1.8
April,43.1,8.7
May,70.0,14.3
June,78.4,17.9
July,118.9,19.6
August,68.1,18.6
September,55.2,13.2
October,57.8,7.5
November,49.6,2.2
December,52.5,-2.0
