,Precipitation,Temperature
January,28.5,-2.5
February,36.9,-0.3
March,53.8,4.6
April,83.6,10.7
May,85.9,16.3
June,142.4,20.8
July,312.0,24.1
August,312.1,24.4
September,138.3,19.5
October,58.1,12.5
November,50.7,6.0
December,33.3,-0.4
