,Precipitation,Temperature
January,101.5,-0.9
February,87.1,-0.8
March,84.0,2.4
April,84.0,5.7
May,110.5,9.6
June,107.9,13.2
July,106.9,15.3
August,121.2,15.1
September,94.4,11.2
October,105.5,7.5
November,104.2,3.0
December,128.7,0.1
