,Precipitation,Temperature
January,95.0,-1.9
February,77.2,-1.1
March,86.0,2.7
April,84.0,6.4
May,128.9,10.5
June,127.7,14.0
July,145.1,15.7
August,146.7,15.3
September,101.7,11.5
October,96.9,7.6
November,97.3,2.3
December,115.2,-1.1
