,Precipitation,Temperature
January,164.3,-3.8
February,154.6,-4.4
March,149.8,-2.5
April,163.4,0.1
May,152.8,4.0
June,167.9,7.5
July,163.3,9.5
August,161.1,9.8
September,110.5,6.5
October,98.5,4.0
November,131.7,-0.3
December,173.0,-2.9
