,Precipitation,Temperature
January,63.1,1.0
February,55.2,1.6
March,65.4,5.7
April,73.1,9.6
May,114.8,13.8
June,112.4,17.5
July,115.6,19.2
August,108.8,18.7
September,79.2,14.4
October,80.0,9.9
November,74.2,4.8
December,80.2,1.7
