,Precipitation,Temperature
January,27.0,-2.6
February,25.3,-1.6
March,32.9,1.9
April,47.1,5.8
May,59.7,10.1
June,92.2,13.9
July,98.6,15.6
August,109.1,15.1
September,79.2,10.9
October,88.6,6.6
November,70.4,1.7
December,36.6,-1.9
