,Precipitation,Temperature
January,96.8,-5.4
February,78.1,-4.4
March,77.0,-0.4
April,62.1,3.3
May,94.6,8.0
June,90.7,11.7
July,93.2,13.4
August,99.2,12.9
September,68.6,9.0
October,89.4,4.9
November,92.9,-0.6
December,121.4,-4.3
