month,maxTemp,minTemp,meanTemp,rainfall
1,30.6,19.3,,172.0
2,30.6,18.8,,121.0
3,31.0,18.2,,79.0
4,30.6,15.1,,21.0
5,28.8,11.1,,6.0
6,26.5,8.0,,0.0
7,25.9,7.3,,0.0
8,29.3,10.4,,0.0
9,33.1,15.0,,2.0
10,34.7,18.9,,21.0
11,33.6,19.7,,69.0
12,31.4,19.4,,137.0
