month,maxTemp,minTemp,meanTemp,rainfall
1,27.8,14.0,,0.0
2,30.0,16.6,,0.0
3,33.3,21.0,,0.3
4,35.0,24.7,,10.3
5,34.5,25.8,,25.8
6,32.1,24.7,,51.0
7,29.0,23.4,,143.8
8,27.2,22.4,,174.4
9,28.8,22.7,,84.3
10,30.4,21.8,,20.3
11,30.3,17.8,,0.1
12,27.6,14.8,,
