,Precipitation,Temperature
January,156.3,5.4
February,121.0,5.6
March,115.4,8.2
April,85.8,12.4
May,95.4,17.1
June,96.6,21.6
July,96.2,24.6
August,82.1,25.2
September,121.2,20.8
October,147.8,15.7
November,141.0,10.6
December,159.6,7.1
