,Precipitation,Temperature
January,35.7,1.1
February,27.9,1.3
March,21.4,5.2
April,18.7,10.4
May,33.4,16.5
June,27.0,22.0
July,20.9,24.8
August,28.4,24.9
September,47.6,20.3
October,37.3,14.2
November,44.6,7.4
December,37.3,2.9
