,Precipitation,Temperature
January,39.4,-5.8
February,32.1,-6.0
March,30.2,-1.5
April,35.7,5.4
May,50.8,12.0
June,73.3,16.2
July,64.9,18.7
August,69.1,16.7
September,49.4,11.4
October,56.4,5.3
November,57.9,-0.2
December,45.3,-3.6
