,Precipitation,Temperature
January,49.8,4.0
February,43.0,4.4
March,39.1,5.9
April,41.8,8.0
May,50.5,10.4
June,59.4,13.0
July,61.7,15.1
August,66.9,14.8
September,66.1,12.8
October,72.3,9.5
November,56.5,6.4
December,55.5,4.0
