,Precipitation,Temperature
January,150.4,4.2
February,122.7,3.8
March,109.2,4.6
April,67.8,6.1
May,56.9,8.1
June,59.8,10.3
July,67.7,12.2
August,88.6,12.6
September,105.8,11.1
October,130.6,8.5
November,143.2,6.2
December,149.7,4.5
