,Precipitation,Temperature
January,63.5,3.8
February,47.3,4.3
March,46.3,5.8
April,43.9,7.8
May,50.2,10.3
June,62.8,13.2
July,64.2,15.1
August,68.9,14.9
September,53.8,12.9
October,80.4,9.7
November,68.3,6.2
December,63.3,3.9
