,Precipitation,Temperature
January,48.1,4.1
February,38.4,4.6
March,36.3,6.5
April,44.6,8.9
May,48.4,11.8
June,59.8,14.8
July,53.5,17.1
August,59.5,17.0
September,50.4,14.4
October,62.4,10.8
November,56.6,6.9
December,54.6,4.4
