month,maxTemp,minTemp,meanTemp,rainfall
1,6.5,0.6,,67.6
2,6.8,0.8,,55.1
3,8.8,1.9,,59.8
4,10.9,3.4,,58.8
5,13.6,5.7,,56.9
6,16.1,8.6,,61.2
7,18.5,10.8,,61.6
8,18.3,10.5,,60.5
9,15.8,8.6,,67.9
10,12.4,5.9,,96.2
11,8.9,2.9,,93.3
12,6.6,0.7,,76.1
