month,maxTemp,minTemp,meanTemp,rainfall
1,-4.7,-16.7,,11.4
2,-2.3,-13.8,,12.7
3,4.1,-7.7,,23.9
4,13.4,-0.9,,46.7
5,19.6,6.2,,64.8
6,24.4,11.3,,80.3
7,28.3,14.7,,76.2
8,27.4,13.4,,73.4
9,21.5,7.3,,37.6
10,13.6,0.0,,37.3
11,3.7,-7.6,,20.3
12,-3.3,-14.4,,13.0
