month,maxTemp,minTemp,meanTemp,rainfall
1,1.9,-10.1,,16.3
2,4.5,-7.8,,19.6
3,11.3,-2.3,,49.0
4,17.9,3.8,,68.8
5,23.4,10.3,,109.0
6,29.0,16.1,,110.5
7,31.7,18.9,,86.4
8,30.4,17.7,,88.6
9,25.9,11.9,,76.7
10,18.8,4.8,,50.0
11,10.2,-2.4,,36.3
12,2.9,-8.7,,24.1
