month,maxTemp,minTemp,meanTemp,rainfall
1,14.2,2.7,,97.8
2,16.7,4.5,,112.8
3,20.8,7.8,,138.7
4,24.8,11.4,,90.2
5,28.9,16.6,,81.0
6,32.2,20.9,,94.5
7,33.4,22.7,,120.9
8,33.0,22.4,,95.8
9,30.2,19.3,,77.7
10,25.2,13.1,,65.5
11,20.2,7.8,,104.1
12,15.2,3.8,,108.5
