month,maxTemp,minTemp,meanTemp,rainfall
1,15.3,0.7,,23.6
2,17.5,2.8,,34.3
3,21.7,6.9,,38.1
4,26.7,11.1,,36.1
5,30.7,16.6,,71.6
6,33.4,20.4,,65.8
7,35.1,21.8,,30.5
8,34.8,21.5,,57.4
9,31.0,17.5,,62.5
10,26.0,12.0,,69.3
11,20.2,5.7,,29.0
12,15.5,0.9,,21.6
