month,maxTemp,minTemp,meanTemp,rainfall
1,16.7,9.5,,74.0
2,16.9,9.6,,67.0
3,17.0,9.8,,81.0
4,17.3,10.0,,88.0
5,17.3,10.1,,74.0
6,16.6,9.9,,44.0
7,15.9,9.4,,34.0
8,16.3,9.4,,31.0
9,17.0,9.5,,40.0
10,17.3,9.4,,87.0
11,18.1,9.3,,94.0
12,16.9,9.5,,76.0
