month,maxTemp,minTemp,meanTemp,rainfall
1,18.3,9.0,,38.4
2,19.5,10.0,,18.9
3,21.1,11.7,,15.7
4,23.7,14.4,,4.1
5,26.2,16.9,,2.3
6,28.7,19.8,,0.8
7,29.2,21.4,,0.0
8,30.6,22.4,,0.0
9,30.0,21.4,,11.0
10,27.5,18.6,,32.9
11,23.8,14.2,,27.6
12,19.8,10.4,,39.6
