month,maxTemp,minTemp,meanTemp,rainfall
1,4.1,-5.5,,25.5
2,7.0,-3.6,,37.2
3,12.7,1.1,,51.6
4,19.4,6.9,,81.6
5,24.5,12.8,,91.8
6,27.9,18.1,,167.3
7,29.6,22.2,,306.9
8,30.3,22.5,,299.8
9,26.3,17.0,,152.5
10,20.8,9.4,,59.3
11,13.5,2.8,,48.0
12,6.2,-3.4,,29.7
