month,maxTemp,minTemp,meanTemp,rainfall
1,3.1,-1.6,,76.6
2,4.7,-1.3,,62.5
3,9.1,1.6,,69.1
4,13.3,4.4,,58.2
5,17.8,8.4,,78.5
6,20.7,11.1,,79.9
7,23.2,13.3,,71.0
8,22.8,13.0,,75.4
9,18.4,10.0,,76.3
10,13.1,6.3,,86.8
11,7.3,2.2,,76.0
12,3.9,-0.5,,86.7
